Geography,Timeframe,"Current Year Week Ending",Type,"ASP Current Year","Total Bulk and Bags Units","4046 Units","4225 Units","4770 Units","TotalBagged Units","SmlBagged Units","LrgBagged Units","X-LrgBagged Units"
"Miami/Ft. Lauderdale",Weekly,"2023-02-12 00:00:00",Organic,1.268144364,32746.76,328.87,3.43,0.00,23227.55,,,
"Miami/Ft. Lauderdale",Weekly,"2023-02-05 00:00:00",Organic,1.304829386,35103.48,315.55,3.42,0.00,23393.14,,,
Nashville,Weekly,"2023-02-26 00:00:00",Organic,1.597725448,15198.11,46.61,1390.60,0.00,4599.18,,,
Nashville,Weekly,"2023-02-19 00:00:00",Organic,1.562666473,16063.72,43.65,1383.27,0.00,4599.07,,,
Nashville,Weekly,"2023-02-12 00:00:00",Organic,1.623258408,18917.56,34.31,1685.71,0.00,4007.09,,,
Nashville,Weekly,"2023-02-05 00:00:00",Organic,1.826231602,14059.06,62.00,1238.85,0.00,4576.75,,,
"Northern New England",Weekly,"2023-02-26 00:00:00",Organic,1.666216976,15423.16,81.11,212.24,0.00,12998.67,,,
"Northern New England",Weekly,"2023-02-19 00:00:00",Organic,1.584917620,14919.62,78.62,342.93,0.00,12575.94,,,
"Northern New England",Weekly,"2023-02-12 00:00:00",Organic,1.674595177,13493.75,67.34,315.74,0.00,11278.61,,,
"Northern New England",Weekly,"2023-02-05 00:00:00",Organic,1.814507348,14960.50,217.09,381.26,0.00,12077.57,,,
"New Orleans/Mobile",Weekly,"2023-02-26 00:00:00",Organic,1.132277571,7946.04,142.00,27.87,0.00,3069.73,,,
"New Orleans/Mobile",Weekly,"2023-02-19 00:00:00",Organic,1.033131383,6515.13,71.55,9.23,0.00,2116.58,,,
"New Orleans/Mobile",Weekly,"2023-02-12 00:00:00",Organic,0.701102271,11128.56,104.52,34.75,0.00,2352.23,,,
"New Orleans/Mobile",Weekly,"2023-02-05 00:00:00",Organic,1.100817183,4281.78,132.58,18.57,0.00,2875.95,,,
"New York",Weekly,"2023-02-26 00:00:00",Organic,1.764771088,85522.18,3775.54,2041.70,1.56,70103.05,,,
"New York",Weekly,"2023-02-19 00:00:00",Organic,1.658208530,90956.85,3735.38,2334.39,0.00,75706.35,,,
"New York",Weekly,"2023-02-12 00:00:00",Organic,1.713471576,96941.40,7981.48,2525.51,9.36,76714.79,,,
"New York",Weekly,"2023-02-05 00:00:00",Organic,1.707771543,97235.30,4440.72,2227.17,4.69,81605.44,,,
Orlando,Weekly,"2023-02-26 00:00:00",Organic,1.212684356,30182.88,305.11,0.00,0.00,12167.23,,,
Orlando,Weekly,"2023-02-19 00:00:00",Organic,1.290932491,23871.30,285.11,0.00,0.00,20433.17,,,
Orlando,Weekly,"2023-02-12 00:00:00",Organic,1.207152092,24618.64,247.97,0.00,0.00,19610.88,,,
Orlando,Weekly,"2023-02-05 00:00:00",Organic,1.246858276,25691.85,334.58,0.00,0.00,17519.48,,,
Peoria/Springfield,Weekly,"2023-02-26 00:00:00",Organic,1.624334854,3694.52,18.90,274.23,0.00,2535.96,,,
Peoria/Springfield,Weekly,"2023-02-19 00:00:00",Organic,1.534680890,3115.44,0.00,183.26,0.00,2427.61,,,
Peoria/Springfield,Weekly,"2023-02-12 00:00:00",Organic,1.610142728,3331.73,0.00,219.30,0.00,2280.76,,,
Peoria/Springfield,Weekly,"2023-02-05 00:00:00",Organic,1.585451797,3246.30,0.00,173.54,0.00,2363.14,,,
Philadelphia,Weekly,"2023-02-26 00:00:00",Organic,1.589228400,25783.58,1027.59,915.43,0.00,20292.15,,,
Philadelphia,Weekly,"2023-02-19 00:00:00",Organic,1.548989501,27223.27,1107.20,1155.75,0.00,21294.46,,,
Philadelphia,Weekly,"2023-02-12 00:00:00",Organic,1.559548748,28329.67,2041.09,1055.60,0.00,21707.91,,,
Philadelphia,Weekly,"2023-02-05 00:00:00",Organic,1.601388111,24886.06,1058.28,1063.17,0.00,19703.50,,,
Phoenix/Tucson,Weekly,"2023-02-26 00:00:00",Organic,1.197108540,34512.27,3161.13,603.97,0.00,13869.98,,,
Phoenix/Tucson,Weekly,"2023-02-19 00:00:00",Organic,1.244159468,27718.35,2246.41,572.43,0.00,10629.54,,,
Phoenix/Tucson,Weekly,"2023-02-12 00:00:00",Organic,1.140948358,28261.57,2153.51,420.58,0.00,12942.30,,,
Phoenix/Tucson,Weekly,"2023-02-05 00:00:00",Organic,1.233006775,28535.76,2532.31,489.41,0.00,10745.83,,,
Pittsburgh,Weekly,"2023-02-26 00:00:00",Organic,1.527279184,7098.70,586.20,5.50,0.00,5706.15,,,
Pittsburgh,Weekly,"2023-02-19 00:00:00",Organic,1.613678237,7670.17,687.03,8.15,0.00,5860.68,,,
Pittsburgh,Weekly,"2023-02-12 00:00:00",Organic,1.545753958,7570.07,645.34,6.82,0.00,6099.20,,,
Pittsburgh,Weekly,"2023-02-05 00:00:00",Organic,1.611724248,9494.78,917.78,25.91,0.00,7463.92,,,
Portland,Weekly,"2023-02-26 00:00:00",Organic,1.789691546,52022.08,15.85,8561.23,65.71,6098.93,,,
Portland,Weekly,"2023-02-19 00:00:00",Organic,1.870855518,31900.67,1.34,5843.94,0.00,5202.75,,,
Portland,Weekly,"2023-02-12 00:00:00",Organic,1.866557722,38221.34,13.02,5722.55,0.00,5720.40,,,
Portland,Weekly,"2023-02-05 00:00:00",Organic,1.962361543,33565.38,13.41,4497.55,0.00,4581.15,,,
Providence,Weekly,"2023-02-26 00:00:00",Organic,1.606384788,3710.16,6.93,1.39,0.00,3701.85,,,
Providence,Weekly,"2023-02-19 00:00:00",Organic,1.635607597,3723.73,5.05,5.56,0.00,3713.11,,,
Providence,Weekly,"2023-02-12 00:00:00",Organic,1.638507747,4055.05,1.39,13.89,0.00,4039.77,,,
Providence,Weekly,"2023-02-05 00:00:00",Organic,1.735024041,4102.86,5.56,5.56,0.00,4091.75,,,
Raleigh/Greensboro,Weekly,"2023-02-26 00:00:00",Organic,1.513996406,25213.46,582.02,1735.13,15.98,21629.97,,,
Raleigh/Greensboro,Weekly,"2023-02-19 00:00:00",Organic,1.518293494,27527.05,601.93,1839.53,38.32,23874.41,,,
Raleigh/Greensboro,Weekly,"2023-02-12 00:00:00",Organic,1.434022052,27818.56,531.50,1752.19,20.24,24336.43,,,
Raleigh/Greensboro,Weekly,"2023-02-05 00:00:00",Organic,1.507011344,27846.41,660.62,2271.85,25.59,24428.56,,,
Richmond/Norfolk,Weekly,"2023-02-26 00:00:00",Organic,1.423541757,21167.15,0.00,979.63,0.00,16146.65,,,
Richmond/Norfolk,Weekly,"2023-02-19 00:00:00",Organic,1.388079120,22009.05,0.00,981.55,2.14,17412.10,,,
Richmond/Norfolk,Weekly,"2023-02-12 00:00:00",Organic,1.385166635,20559.24,1.07,1184.53,4.29,15189.11,,,
Richmond/Norfolk,Weekly,"2023-02-05 00:00:00",Organic,1.449783101,21120.44,3.22,1349.55,3.22,15786.02,,,
Roanoke,Weekly,"2023-02-26 00:00:00",Organic,1.586866334,10519.96,0.00,847.95,0.00,5907.33,,,
Roanoke,Weekly,"2023-02-19 00:00:00",Organic,1.552723632,10176.46,0.00,718.84,0.00,6162.54,,,
Roanoke,Weekly,"2023-02-12 00:00:00",Organic,1.444783112,10113.84,1.15,838.07,0.00,5937.57,,,
Roanoke,Weekly,"2023-02-05 00:00:00",Organic,1.536942255,10429.53,1.16,945.07,0.00,5577.34,,,
Sacramento,Weekly,"2023-02-26 00:00:00",Organic,1.051931095,42221.46,3452.96,1363.48,0.00,34525.01,,,
Sacramento,Weekly,"2023-02-19 00:00:00",Organic,1.155561825,39555.13,3012.84,1247.97,0.00,32386.84,,,
Sacramento,Weekly,"2023-02-12 00:00:00",Organic,1.125532688,38441.83,2068.60,1102.00,0.00,31950.20,,,
Sacramento,Weekly,"2023-02-05 00:00:00",Organic,1.171657067,37850.08,3375.39,1571.94,0.00,29738.53,,,
"San Diego",Weekly,"2023-02-26 00:00:00",Organic,1.992306622,22418.29,1642.13,422.90,0.00,8893.76,,,
"San Diego",Weekly,"2023-02-19 00:00:00",Organic,1.908560257,21457.33,1648.80,537.00,0.00,7940.36,,,
"San Diego",Weekly,"2023-02-12 00:00:00",Organic,1.821455037,23060.45,1619.62,362.76,0.00,7727.48,,,
"San Diego",Weekly,"2023-02-05 00:00:00",Organic,1.957236607,23005.38,1577.16,360.29,0.00,7652.14,,,
"San Francisco",Weekly,"2023-02-26 00:00:00",Organic,1.670730447,63796.44,6843.38,2020.45,0.00,40141.17,,,
"San Francisco",Weekly,"2023-02-19 00:00:00",Organic,2.006742538,58862.25,4279.30,1542.10,0.00,37209.60,,,
"San Francisco",Weekly,"2023-02-12 00:00:00",Organic,1.931262021,64107.62,3607.53,1736.01,0.00,43069.05,,,
"San Francisco",Weekly,"2023-02-05 00:00:00",Organic,1.965295117,60993.36,3815.65,1824.67,0.00,38733.81,,,
Seattle,Weekly,"2023-02-26 00:00:00",Organic,2.245181709,80843.81,530.09,11564.23,28.08,9929.85,,,
Seattle,Weekly,"2023-02-19 00:00:00",Organic,2.241338632,76173.67,729.77,12227.54,22.45,7095.90,,,
Seattle,Weekly,"2023-02-12 00:00:00",Organic,2.312108163,73285.05,570.41,13238.41,15.72,7612.50,,,
Seattle,Weekly,"2023-02-05 00:00:00",Organic,2.334302938,59507.06,498.54,7000.93,8.98,6044.85,,,
"South Carolina",Weekly,"2023-02-26 00:00:00",Organic,1.577125530,18977.35,690.33,2013.68,4.68,12814.82,,,
"South Carolina",Weekly,"2023-02-19 00:00:00",Organic,1.411405486,23021.69,858.75,1700.75,0.00,17088.70,,,
"South Carolina",Weekly,"2023-02-12 00:00:00",Organic,1.165609305,32587.97,686.15,1599.01,10.53,27108.10,,,
"South Carolina",Weekly,"2023-02-05 00:00:00",Organic,1.244419464,36104.31,1236.69,2017.63,9.37,29010.83,,,
Spokane,Weekly,"2023-02-26 00:00:00",Organic,1.722334525,6233.19,83.31,1054.12,0.00,1878.06,,,
Spokane,Weekly,"2023-02-19 00:00:00",Organic,1.561430372,4259.43,95.15,626.95,0.00,1726.20,,,
Spokane,Weekly,"2023-02-12 00:00:00",Organic,1.570638171,3829.72,107.02,635.34,0.00,1823.85,,,
Spokane,Weekly,"2023-02-05 00:00:00",Organic,1.907063016,4528.05,49.27,581.07,0.00,1451.10,,,
"St. Louis",Weekly,"2023-02-26 00:00:00",Organic,1.936216394,7473.94,1542.80,555.05,0.00,3324.96,,,
"St. Louis",Weekly,"2023-02-19 00:00:00",Organic,1.876044418,7588.97,2323.50,494.35,0.00,3192.92,,,
"St. Louis",Weekly,"2023-02-12 00:00:00",Organic,2.080138976,6587.37,1122.32,628.98,0.00,2746.80,,,
"St. Louis",Weekly,"2023-02-05 00:00:00",Organic,1.975685624,7143.78,1551.22,585.00,0.00,3309.08,,,
Syracuse,Weekly,"2023-02-26 00:00:00",Organic,1.565580903,4239.78,99.11,50.62,0.00,4036.20,,,
Syracuse,Weekly,"2023-02-19 00:00:00",Organic,1.519519468,4002.36,48.26,75.34,0.00,3809.84,,,
Syracuse,Weekly,"2023-02-12 00:00:00",Organic,1.468464114,4772.12,100.02,111.78,0.00,4494.66,,,
Syracuse,Weekly,"2023-02-05 00:00:00",Organic,1.557096156,4224.65,111.84,52.98,0.00,3976.91,,,
Tampa,Weekly,"2023-02-26 00:00:00",Organic,1.180998975,25244.55,236.27,0.00,0.00,11222.93,,,
Tampa,Weekly,"2023-02-19 00:00:00",Organic,1.242917782,21715.15,366.75,1.04,0.00,16981.91,,,
Tampa,Weekly,"2023-02-12 00:00:00",Organic,1.078825403,26382.26,287.13,0.00,0.00,16752.42,,,
Tampa,Weekly,"2023-02-05 00:00:00",Organic,1.208141299,23072.35,264.44,0.00,0.00,14529.21,,,
Toledo,Weekly,"2023-02-26 00:00:00",Organic,1.642230982,4095.48,15.34,361.74,0.00,1787.57,,,
Toledo,Weekly,"2023-02-19 00:00:00",Organic,1.602845649,4078.06,15.96,323.52,0.00,1950.84,,,
Toledo,Weekly,"2023-02-12 00:00:00",Organic,1.597524611,3902.93,10.22,324.54,0.00,1899.00,,,
Toledo,Weekly,"2023-02-05 00:00:00",Organic,1.608716979,3863.99,17.18,282.52,0.00,2130.01,,,
"West Tex/New Mexico",Weekly,"2023-02-26 00:00:00",Organic,0.862918019,36138.17,882.45,180.10,0.00,30962.27,,,
"West Tex/New Mexico",Weekly,"2023-02-19 00:00:00",Organic,0.921065637,27297.88,974.81,130.41,0.00,22256.56,,,
"West Tex/New Mexico",Weekly,"2023-02-12 00:00:00",Organic,0.892812621,39204.46,1149.19,87.10,0.00,26560.82,,,
"West Tex/New Mexico",Weekly,"2023-02-05 00:00:00",Organic,1.257300660,22892.86,1372.13,135.33,0.00,12067.40,,,
Wichita,Weekly,"2023-02-26 00:00:00",Organic,1.441850426,2594.79,306.53,18.04,0.00,1274.70,,,
Wichita,Weekly,"2023-02-19 00:00:00",Organic,1.471114177,2508.46,247.51,6.37,0.00,1160.25,,,
Wichita,Weekly,"2023-02-12 00:00:00",Organic,1.481642371,3018.71,367.02,19.12,0.00,1399.65,,,
Wichita,Weekly,"2023-02-05 00:00:00",Organic,1.258669850,2769.60,315.08,0.00,0.00,1593.90,,,
California,Weekly,"2023-02-26 00:00:00",Organic,1.541860828,333207.82,26858.60,6676.63,2.89,203729.14,,,
California,Weekly,"2023-02-19 00:00:00",Organic,1.626093236,302724.55,23522.29,6209.02,10.13,174184.00,,,
California,Weekly,"2023-02-12 00:00:00",Organic,1.516376846,333248.38,20406.06,5954.54,0.00,204675.78,,,
California,Weekly,"2023-02-05 00:00:00",Organic,1.637396646,303631.13,20831.48,6795.24,0.00,171760.16,,,
"Great Lakes",Weekly,"2023-02-26 00:00:00",Organic,1.557637908,157143.91,3221.74,17933.46,0.00,72301.24,,,
"Great Lakes",Weekly,"2023-02-19 00:00:00",Organic,1.493921904,146942.68,4231.54,13824.74,0.00,79196.45,,,
"Great Lakes",Weekly,"2023-02-12 00:00:00",Organic,1.517294073,141662.16,3014.34,14980.25,0.00,72764.30,,,
"Great Lakes",Weekly,"2023-02-05 00:00:00",Organic,1.597760743,134140.71,2809.90,12797.19,0.00,70886.79,,,
Midsouth,Weekly,"2023-02-26 00:00:00",Organic,1.542793721,221543.73,1999.37,16115.33,84.72,153170.18,,,
Midsouth,Weekly,"2023-02-19 00:00:00",Organic,1.507134437,227099.22,1890.94,16367.02,104.43,162720.26,,,
Midsouth,Weekly,"2023-02-12 00:00:00",Organic,1.484236998,226789.64,1709.24,16138.65,67.63,158881.51,,,
Midsouth,Weekly,"2023-02-05 00:00:00",Organic,1.548037329,223876.54,1883.56,17345.27,63.37,163465.16,,,
Northeast,Weekly,"2023-02-26 00:00:00",Organic,1.673058286,236793.36,7548.49,9833.96,1.57,201122.66,,,
Northeast,Weekly,"2023-02-19 00:00:00",Organic,1.625388506,241394.95,7299.15,11288.59,4.51,205204.11,,,
Northeast,Weekly,"2023-02-12 00:00:00",Organic,1.647270460,255456.87,13555.71,13190.32,10.90,211193.37,,,
Northeast,Weekly,"2023-02-05 00:00:00",Organic,1.686529912,249432.67,8761.81,10465.92,6.82,213051.49,,,
Plains,Weekly,"2023-02-26 00:00:00",Organic,1.354560123,63569.08,8864.99,6363.69,0.00,43196.86,,,
Plains,Weekly,"2023-02-19 00:00:00",Organic,1.349680775,52731.71,7857.74,1772.72,0.00,38067.41,,,
Plains,Weekly,"2023-02-12 00:00:00",Organic,1.427457160,52613.60,7342.21,2903.91,0.00,36918.45,,,
Plains,Weekly,"2023-02-05 00:00:00",Organic,1.358077847,56347.80,7960.03,2959.95,0.00,40851.52,,,
"South Central",Weekly,"2023-02-26 00:00:00",Organic,1.086921821,152965.17,12971.66,2080.56,0.00,106097.61,,,
"South Central",Weekly,"2023-02-19 00:00:00",Organic,1.084188271,147196.01,12113.99,2716.70,0.00,99093.74,,,
"South Central",Weekly,"2023-02-12 00:00:00",Organic,1.063406998,172770.65,15347.83,2805.38,365.49,113635.77,,,
"South Central",Weekly,"2023-02-05 00:00:00",Organic,1.154962000,151910.34,14842.37,2843.71,22.15,103761.78,,,
Southeast,Weekly,"2023-02-26 00:00:00",Organic,1.171111604,271639.48,2201.07,9421.26,9.19,152708.25,,,
Southeast,Weekly,"2023-02-19 00:00:00",Organic,1.176778691,249392.25,2570.94,7739.89,4.11,179332.74,,,
Southeast,Weekly,"2023-02-12 00:00:00",Organic,1.061329094,279001.68,2146.14,7878.95,13.82,205075.29,,,
Southeast,Weekly,"2023-02-05 00:00:00",Organic,1.140625864,281660.17,2665.54,8493.12,12.82,207407.42,,,
West,Weekly,"2023-02-26 00:00:00",Organic,1.370375033,557175.12,64096.24,31050.61,95.59,135222.07,,,
West,Weekly,"2023-02-19 00:00:00",Organic,1.524304696,328066.79,15854.39,25944.73,23.83,108522.77,,,
West,Weekly,"2023-02-12 00:00:00",Organic,1.492497779,348369.27,16107.99,27142.22,19.32,120976.45,,,
West,Weekly,"2023-02-05 00:00:00",Organic,1.516590201,317843.54,16202.21,18172.67,12.46,98253.53,,,
"Total U.S.",Weekly,"2023-02-26 00:00:00",Organic,1.419495303,1994037.68,127762.17,99475.49,193.96,1067548.00,,,
"Total U.S.",Weekly,"2023-02-19 00:00:00",Organic,1.457181410,1695548.18,75340.99,85863.42,147.01,1046321.48,,,
"Total U.S.",Weekly,"2023-02-12 00:00:00",Organic,1.410328900,1809912.24,79629.54,90994.22,477.17,1124120.92,,,
"Total U.S.",Weekly,"2023-02-05 00:00:00",Organic,1.474257417,1718842.90,75956.91,79873.06,117.63,1069437.84,,,
Albany,Weekly,"2023-03-26 00:00:00",Conventional,1.027322729,151462.51,36827.34,85491.90,1.13,22712.36,,,
Albany,Weekly,"2023-03-19 00:00:00",Conventional,1.058516601,130822.76,26327.26,71059.26,5.96,26069.96,,,
Albany,Weekly,"2023-03-12 00:00:00",Conventional,1.055288294,131667.45,23869.82,70989.01,7.12,28061.58,,,
Albany,Weekly,"2023-03-05 00:00:00",Conventional,1.031438727,136750.90,25997.85,75114.47,7.39,28169.09,,,
Atlanta,Weekly,"2023-03-26 00:00:00",Conventional,0.902713835,831328.28,348461.22,30864.35,205.87,243810.87,,,
Atlanta,Weekly,"2023-03-19 00:00:00",Conventional,0.913122742,851512.98,329963.12,47956.51,180.48,231950.26,,,
Atlanta,Weekly,"2023-03-12 00:00:00",Conventional,0.928780389,811591.09,314026.48,37848.47,130.54,206917.16,,,
Atlanta,Weekly,"2023-03-05 00:00:00",Conventional,0.932010940,807718.51,329285.51,20609.90,96.37,216419.52,,,
Baltimore/Washington,Weekly,"2023-03-26 00:00:00",Conventional,1.081714742,1055492.69,271173.92,271294.22,1220.24,414415.83,,,
Baltimore/Washington,Weekly,"2023-03-19 00:00:00",Conventional,1.210103117,977092.13,218446.53,243890.62,1729.09,380450.46,,,
Baltimore/Washington,Weekly,"2023-03-12 00:00:00",Conventional,1.078479073,1071588.33,281791.11,277816.79,1221.48,413341.67,,,
Baltimore/Washington,Weekly,"2023-03-05 00:00:00",Conventional,1.348423037,886875.90,210774.41,225063.68,1567.41,373531.45,,,
Birmingham/Montgomery,Weekly,"2023-03-26 00:00:00",Conventional,0.891997797,377078.73,180533.42,3948.58,43.25,114307.50,,,
Birmingham/Montgomery,Weekly,"2023-03-19 00:00:00",Conventional,0.907742228,355629.44,166713.92,4907.02,73.20,116814.62,,,
Birmingham/Montgomery,Weekly,"2023-03-12 00:00:00",Conventional,0.887338416,369101.85,172482.10,5329.48,76.54,106166.62,,,
Birmingham/Montgomery,Weekly,"2023-03-05 00:00:00",Conventional,0.879059252,394966.42,191320.27,4132.02,81.14,111430.88,,,
Boise,Weekly,"2023-03-26 00:00:00",Conventional,0.845251636,119282.45,30404.94,6957.36,77.84,27787.69,,,
Boise,Weekly,"2023-03-19 00:00:00",Conventional,0.940949880,117136.48,22466.10,9038.01,100.88,26892.18,,,
Boise,Weekly,"2023-03-12 00:00:00",Conventional,0.906521660,127657.83,29035.28,6197.38,99.55,21130.22,,,
Boise,Weekly,"2023-03-05 00:00:00",Conventional,1.106883560,101262.82,24796.28,5374.59,86.85,21773.85,,,
Boston,Weekly,"2023-03-26 00:00:00",Conventional,1.208994492,664821.62,57552.39,366022.14,85.36,172422.96,,,
Boston,Weekly,"2023-03-19 00:00:00",Conventional,1.357182960,601907.66,44105.27,314134.24,72.25,173493.23,,,
Boston,Weekly,"2023-03-12 00:00:00",Conventional,1.276597641,628594.36,44156.09,308167.37,66.24,217000.72,,,
Boston,Weekly,"2023-03-05 00:00:00",Conventional,1.387536959,587439.18,46697.52,320433.83,63.41,144322.57,,,
Buffalo/Rochester,Weekly,"2023-03-26 00:00:00",Conventional,1.031546464,198445.79,36577.82,51836.86,1750.39,101290.52,,,
Buffalo/Rochester,Weekly,"2023-03-19 00:00:00",Conventional,1.047010205,186084.84,22379.15,54671.34,1794.18,100395.72,,,
Buffalo/Rochester,Weekly,"2023-03-12 00:00:00",Conventional,1.041949599,193666.77,23378.44,51771.58,1895.33,107643.68,,,
Buffalo/Rochester,Weekly,"2023-03-05 00:00:00",Conventional,1.003534226,204236.46,33559.96,54947.94,1801.93,107600.62,,,
Charlotte,Weekly,"2023-03-26 00:00:00",Conventional,1.070353562,374340.74,130327.61,51307.51,648.00,141360.80,,,
Charlotte,Weekly,"2023-03-19 00:00:00",Conventional,1.095387122,371171.33,129380.46,48907.03,681.61,145513.99,,,
Charlotte,Weekly,"2023-03-12 00:00:00",Conventional,1.008822002,390137.77,134809.51,50724.13,623.09,158302.64,,,
Charlotte,Weekly,"2023-03-05 00:00:00",Conventional,1.097341474,391549.86,148823.32,54144.33,757.40,138869.06,,,
Chicago,Weekly,"2023-03-26 00:00:00",Conventional,0.701916047,1558292.74,112251.26,91058.37,27967.94,1047006.36,,,
Chicago,Weekly,"2023-03-19 00:00:00",Conventional,0.707424421,1753083.98,122471.93,96170.80,54173.53,1134447.70,,,
Chicago,Weekly,"2023-03-12 00:00:00",Conventional,1.243546723,877532.77,119584.99,102024.82,54422.62,281431.72,,,
Chicago,Weekly,"2023-03-05 00:00:00",Conventional,1.205425311,862166.83,147059.96,97641.29,25719.77,300277.68,,,
Cincinnati/Dayton,Weekly,"2023-03-26 00:00:00",Conventional,0.998006175,290363.22,44014.79,53213.22,3793.06,54681.92,,,
Cincinnati/Dayton,Weekly,"2023-03-19 00:00:00",Conventional,1.052882573,328335.79,50615.32,63176.31,11027.63,51518.24,,,
Cincinnati/Dayton,Weekly,"2023-03-12 00:00:00",Conventional,1.143202191,304568.13,45499.57,47480.14,15705.16,51171.12,,,
Cincinnati/Dayton,Weekly,"2023-03-05 00:00:00",Conventional,1.041302908,280912.30,47591.91,36677.47,3955.06,71986.90,,,
Columbus,Weekly,"2023-03-26 00:00:00",Conventional,0.926173908,250656.95,54856.07,22312.90,3354.99,54108.51,,,
Columbus,Weekly,"2023-03-19 00:00:00",Conventional,0.925324917,272748.05,56542.13,23330.14,10001.86,50304.10,,,
Columbus,Weekly,"2023-03-12 00:00:00",Conventional,1.016127749,257882.37,51884.05,23337.98,12631.97,54254.03,,,
Columbus,Weekly,"2023-03-05 00:00:00",Conventional,1.007402299,225962.32,45129.21,23829.34,3692.95,66813.69,,,
"Dallas/Ft. Worth",Weekly,"2023-03-26 00:00:00",Conventional,0.743149897,1499111.32,353304.45,116029.96,6314.77,489950.82,,,
"Dallas/Ft. Worth",Weekly,"2023-03-19 00:00:00",Conventional,0.702042063,1619764.41,359233.72,135480.75,6071.31,635808.73,,,
"Dallas/Ft. Worth",Weekly,"2023-03-12 00:00:00",Conventional,0.794390548,1402774.79,373574.45,114555.21,5851.12,469482.57,,,
"Dallas/Ft. Worth",Weekly,"2023-03-05 00:00:00",Conventional,0.723048657,1496400.45,373979.68,128689.95,6045.44,487660.15,,,
Denver,Weekly,"2023-03-26 00:00:00",Conventional,0.942994085,953556.28,191959.57,90801.52,3651.82,294080.88,,,
Denver,Weekly,"2023-03-19 00:00:00",Conventional,0.935342246,1063736.50,189525.55,109236.87,2752.25,267645.06,,,
Denver,Weekly,"2023-03-12 00:00:00",Conventional,1.032234087,1055599.89,177551.29,117542.57,7496.12,271983.76,,,
Denver,Weekly,"2023-03-05 00:00:00",Conventional,0.974852068,1025227.43,187628.31,104820.80,2307.75,306763.52,,,
Detroit,Weekly,"2023-03-26 00:00:00",Conventional,1.014204872,409658.36,81853.20,45833.50,21638.85,101018.46,,,
Detroit,Weekly,"2023-03-19 00:00:00",Conventional,0.974373063,531205.85,94434.96,54828.64,61107.45,98276.98,,,
Detroit,Weekly,"2023-03-12 00:00:00",Conventional,1.054902808,516821.84,87186.26,62772.40,81465.48,102400.35,,,
Detroit,Weekly,"2023-03-05 00:00:00",Conventional,1.028354097,417187.92,79480.69,41080.52,21256.18,146307.28,,,
"Grand Rapids",Weekly,"2023-03-26 00:00:00",Conventional,1.326883559,146049.95,22781.16,45813.31,21677.84,44356.73,,,
"Grand Rapids",Weekly,"2023-03-19 00:00:00",Conventional,1.325052159,201005.20,20746.38,52162.86,64139.08,41611.72,,,
